sumario,materia,voces,texto,fallo
20961,DERECHO DEL TRABAJO,ACCIDENTES DE TRABAJO - ENFERMEDAD PROFESIONAL,"La enfermedad profesional es la entendida como aquella propia y típica del ámbito laboral - tarea o profesión - ; es decir, se presenta como de aparición rara fuera del ámbito del trabajo - las intoxicaciones por exposición a substancias tóxicas, químicas o biológicas.",10000001276
20962,DERECHO DEL TRABAJO,ENFERMEDAD LABORAL - CARACTERISTICAS,"Una enfermedad de Trabajo es aquella que aún cuando específicamente no sea laboral, puede ser provocada, agravada o disparada de su estado latente por las condiciones e que el trabajo se dispone para el trabajador.",10000001276
20963,DERECHO DEL TRABAJO,RECURSO DE INCONSTITUCIONALIDAD - ARBITRARIEDAD,"La ponderación de los hechos o situaciones calificadas de injuriosas que autorizan la extinción del contrato, queda librada a la discrecionalidad y a la prudencia de los jueces, por lo que tratándose de la apreciación de situaciones de hechos están sustraídas de los recursos extraordinarios, salvo el supuesto de arbitrariedad.",10000001277
23542,DERECHO PROCESAL LABORAL,DERECHO PROCESAL - RECURSO DE INCONSTITUCIONALIDAD - RECURSO DE CASACION - INTERPRETACION Y APLICACION DE LA LEY - DERECHOS Y GARANTIAS CONSTITUCIONALES,"Existen diferencias entre el recurso de Inconstitucionalidad y el de Casación en cuanto a su planteamiento. Dichas diferencias están dadas por la distinción doctrinaria entre vicios ""in procedendo"" y los llamados vicios ""in iudicando"". Por un lado, la Inconstitucionalidad tiene por objeto observar y hacer observar las garantías constitucionales, y por ende los vicios cometidos en el procedimiento, resultando así apto para plantear los errores en la apreciación de la prueba, el apartamiento de las reglas de la sana crítica y la contradicción de la Sentencia en la aplicación de la Ley. Por otra parte, la Casación tiene por finalidad el control técnico jurídico de la legalidad de la Sentencia, es decir, errores en la aplicación e interpretación del derecho.",10000002382
23543,DERECHO DEL TRABAJO,DERECHO LABORAL - EMPLEO NO REGISTRADO - SOCIEDAD ANONIMA - DERECHOS DEL TRABAJADOR - BUENA FE,"Cuando el empleador actúa como tal durante el periodo en negro que precede a la inscripción del trabajador como empleado de una sociedad anónima, sin el reconocimiento de la antigüedad real, esta actitud válidamente puede ser tomada como una forma de utilizar la persona jurídica como un mero recurso para violar la ley, la buena fe y en definitiva perjudicar los derechos del mencionado trabajador.",10000002382
23544,DERECHO DEL TRABAJO,DERECHO LABORAL - EMPLEO NO REGISTRADO - SOCIEDAD ANONIMA - DERECHOS DEL TRABAJADOR - BUENA FE - ABUSO DEL DERECHO - LEY DE SOCIEDADES COMERCIALES - RESPONSABILIDAD DEL EMPLEADOR,"El no reconocimiento de la real situación de revista de un trabajador, consti - tuye un supuesto de abuso de derecho en perjuicio no sólo del dependiente sino también de los organismos de la seguridad social, los que erigidos como terceros pueden accionar en forma legítima por imperio del artículo 279 de la Ley de Sociedades. El administrador, directivo o representante de una sociedad que incurre en prácticas de contratación clandestinas o irregulares incumple los deberes de conducta que configuran el paradigma que impone actuar con buena fe, como buen hombre de negocios y como buen empleador. La responsabilidad anterior de los socios de una sociedad de hecho no cambia por la regularización de dicha sociedad bajo uno de los tipos societarios.",10000002382
21014,DERECHO DEL TRABAJO,ORGANIZACION INTERNACIONAL DEL TRABAJO - CONDICIONES DE TRABAJO - CONDICIONES MAS FAVORABLES,"Toda norma que incumpla con los postulados que surgen de los Convenios de la OIT resulta inaplicable - artículo 27 de la Convención de Viena sobre el Derecho de los Tratados - salvo, claro está que la norma garantizara condiciones más favorables a los trabajadores, por aplicación de la norma más favorable que ha sido acogida por el propio derecho internacional - artículo 19 apl 8. De la Constitución de la OIT, en igual sentido el artículo 29 del Pacto de San José de Costa Rica.",10000001300
21015,DERECHO DEL TRABAJO,VALES ALIMENTARIOS - CARACTER REMUNERATORIO,"Las prestaciones convenidas en Actas Acuerdo tienen naturaleza remuneratoria, sea que se hayan fijado como de naturaleza remunerativa o no, pues la asignación que se dispone tiene carácter alimentario y es naturalmente propio del salario.",10000001300
21008,DERECHO DEL TRABAJO,HONORARIOS - TOPE REGULATORIO,"El tope establecido por la <a href='http://www.infojus.gob.ar/24432-nacional-regulacion-honorarios-profesionales-juicio-lns0003979-1994-12-15/123456789-0abc-defg-g97-93000scanyel' target='_blank' title='Regulacion Honorarios Profesionales'>ley 24.432</a> comprende los honorarios de los profesionales, excluidos los de los profesionales del condenado en costas, pero incluyendo los honorarios devengados por los otros sujetos eventuales de la relación procesal y que los honorarios del perito, en conjunto con los honorarios correspondientes a los demás profesionales actuantes, no podrá superar el tope máximo previsto por la citada norma legal.",10000001298
21009,DERECHO DEL TRABAJO,DERECHO PROCESAL - COSTAS - PROCEDIMIENTO LABORAL - TOPE INDEMNIZATORIO,"El texto agregado por la <a href='http://www.infojus.gob.ar/24432-nacional-regulacion-honorarios-profesionales-juicio-lns0003979-1994-12-15/123456789-0abc-defg-g97-93000scanyel' target='_blank' title='Regulacion Honorarios Profesionales'>ley 24.432</a> art 277 de la LCT, limita la responsabilidad del condenado en costas en los juicios laborales y no el quantum de los honorarios. Tal limitación de responsabilidad, como las expresiones legislativas de topes indemnizatorios por razones de interés público, constituye un régimen especial en principio válido, siempre que el criterio de distinción adoptado no sea arbitrario.",10000001298
21010,DERECHO DEL TRABAJO,PROCEDIMIENTO LABORAL - VENCIMIENTO RECIPROCO - COSTAS,"En el caso de vencimientos recíprocos y en donde ambas partes sean condenados en costas, la aplicación de la limitación de la responsabilidad al 25% del monto de la sentencia, laudo, transacción o instrumento que ponga fin al diferendo - art. 277 LCT - se aplicará sobre el monto de condena por el que deba responder el condenado, sea éste el trabajador o el empleador.",10000001298
21011,DERECHO DEL TRABAJO,DERECHO PROCESAL - RECURSO DE CASACION - CONTROL DE LEGALIDAD,"Los errores in iudicando aún cuando exista arbitrariedad normativa, son subsanables en el ordenamiento procesal mendocino mediante el recurso de casación. El control técnico jurídico de la legalidad de la sentencia, configura materia propia y exclusiva del recurso de casación, siendo ésta la vía procesal apta en el supuesto que la absurdidad se aposenta en la interpretación y aplicación del derecho.",10000001298
20998,DERECHO DEL TRABAJO,DERECHO PROCESAL - DICTAMEN PERICIAL - MEDICOS - FUNDAMENTACION INSUFICIENTE,"Los dictámenes periciales en nuestro sistema no revisten el carácter de prueba legal y están sujetos a la valoración de los jueces con arreglo a las pautas del art. 477 del Código Procesal Civil y Com. De la Nac., y ante la ausencia absoluta de una historia clínica, o de estudios y certificados médicos contemporánea a las lesiones sufridas, las conclusiones del peritaje aparecen como carentes de todo fundamento objetivo y traducen sólo una conjetura de la experta que descansa en la certeza de la versión de los hechos aportada por el actor y el conjunto de signo y síntomas que resultarían del reconocimiento médico.",10000001294
21173,DERECHO DEL TRABAJO,DERECHO LABORAL - LICENCIAS ESPECIALES - LICENCIA POR MATERNIDAD - ACCIDENTES Y ENFERMEDADES INCULPABLES - ENFERMEDADES INCULPABLES,"La mujer antes o después del nacimiento del hijo se encuentra protegida o está cubierta por el régimen de enfermedades inculpables, lo contrario implicaría una discriminación arbitraria. Lo que se requiere que la dolencia debe producirse fuera del tiempo de la licencia por maternidad.",10000001363
21174,DERECHO DEL TRABAJO,DERECHO LABORAL - LICENCIAS ESPECIALES - LICENCIA POR MATERNIDAD,"La licencia paga por maternidad del artículo 177 de la ley Contrato de Trabajo es por el término de 90 días en total, este beneficio no es por estar grávida sino por ser madre en la actualidad.",10000001363
23478,DERECHO DEL TRABAJO,DIFERENCIAS SALARIALES - TOPE INDEMNIZATORIO - ACCION DE INCONSTITUCIONALIDAD,"En materia de derecho laboral el art. 245 de la LCT modela una indemnización sobre la mejor remuneración y habitual por lo que los topes establecidas siguiendo un criterio de razonabilidad, no podrían alejarse demasiado de la misma. Parece adecuado indicar que si, por aplicación del tope del 82%, el resultado obtenido disminuye acentuadamente la indemnización que se lograría sin ellos, la norma se torna inconstitucional por atentar contra la propiedad privada del trabajador.",10000002358
23479,DERECHO DEL TRABAJO,DIFERENCIAS SALARIALES - TOPE INDEMNIZATORIO - ACCION DE INCONSTITUCIONALIDAD,"En materia de derecho laboral el art. 245 de la LCT modela una indemnización sobre la mejor remuneración y habitual por lo que los topes establecidas siguiendo un criterio de razonabilidad, no podrían alejarse demasiado de la misma. Parece adecuado indicar que si, por aplicación del tope del 82%, el resultado obtenido disminuye acentuadamente la indemnización que se lograría sin ellos, la norma se torna inconstitucional por atentar contra la propiedad privada del trabajador.",10000002358
21098,DERECHO DEL TRABAJO,ACCIDENTES DE TRABAJO - ENFERMEDAD ACCIDENTE - INDEMNIZACION - INCAPACIDAD LABORAL - PRIMERA MANIFESTACION INVALIDANTE,"El concepto de primera manifestación invalidante no es determinante para establecer el momento en el que se hace exigible el otorgamiento o percepción de las prestaciones dinerarias establecidas en los art. 14.2 a y b de la LRT donde la nota esencial que se impone es la ""definitividad"" de la incapacidad del trabajador. Así expresamente lo expresa y condiciona el legislador al decir: declarado el carácter definitivo de la incapacidad laboral permanente.",10000001332
21099,DERECHO DEL TRABAJO,ACCIDENTES DE TRABAJO - ENFERMEDAD ACCIDENTE - INDEMNIZACION - LEY SOBRE RIESGOS DEL TRABAJO,"El juzgador debe evaluar la constitucionalidad de la ley de Riesgos del Trabajo, sin considerar las modificaciones del Dec. 1694/09, siendo esta la solución que mejor armoniza con lo decidido jurisprudencialmente en el caso decidido por la Corte Suprema ""Lucca de Hoz"". - (voto minoría)",10000001332
21100,DERECHO DEL TRABAJO,ACCIDENTES DE TRABAJO - ENFERMEDAD ACCIDENTE - INDEMNIZACION - APLICACION DE LA LEY - EFECTOS JURIDICOS,"El cumplimiento de una obligación - pago - no puede considerarse sino como una consecuencia jurídica pendiente. La aplicación inmediata de la nueva ley a los efectos pendientes de hechos jurídicos ya sucedidos alude a aquellos supuestos en que la situación jurídica de referencia (un accidente, la exteriorización de consecuencias incapacitantes, etc.), se verifica bajo la vigencia de la norma precedente, pero han quedado pendientes consecuencias jurídicas incumplidas (como el pago), o se siguen generando posteriormente, esto esta dado por la entrada en vigencia de una nueva ley que crea nuevos efectos juridicos.",10000001332
21101,DERECHO DEL TRABAJO,ENFERMEDAD ACCIDENTE - INDEMNIZACION,"El infortunio que se verificó y generó consecuencias dañosas bajo la norma precedente, pero su reparación no fue cancelada a la fecha de entrada en vigencia del decreto que las actualizó. En consecuencia, encontrándose pendiente la consecuencia jurídica, fue correcto aplicar el dec. 1694/09, declarado inconstitucional la norma que lo impide. ( voto mayoría)",10000001332
21104,DERECHO DEL TRABAJO,ACCIDENTES DE TRABAJO - ENFERMEDAD ACCIDENTE - INDEMNIZACION,"El Decreto 1694/09 no es aplicable a los infortunios acaecidos con anterioridad a su entrada en vigencia, es decir que las contingencia quedarán regidas por la LRT con las modificaciones introducidas por el Dec. 1278/00, declarando la inconstitucionalidad de los topes allí previstos. - (voto mayoría).",10000001332
21175,DERECHO DEL TRABAJO,DERECHO LABORAL - HORARIO DE TRABAJO - PLANILLA DE HORARIO - FALTA DE PRESENTACION - EMPLEADOR,"La falta de exhibición de las planillas horarias no trae aparejado ninguna consecuencia para el empleador por cuanto no existe disposición legal o reglamentaria que obligue a conservarlas ni exhibirlas, ni cabe a su respecto aplicar la presunción emergente del artículo 55 LCT.",10000001364
21160,DERECHO PROCESAL LABORAL,DERECHO DEL TRABAJO - INJURIA LABORAL - CASACION - IMPROCEDENCIA,"La configuración de la injuria laboral y sus condiciones de gravedad es materia reservada por la ley a la valoración prudencial de los jueces - artículo 242 LCT - , y en tal virtud adquiere carácter de discrecionalidad que la exime de su posible censura en la instancia extraordinaria. Esta atribución jurisdiccional, sumada a la circunstancia de la relación de causalidad y proporcionalidad entre la conducta del trabajador y el despido, constituye una cuestión fáctica que, como tal, es ajena al recurso extraordinario.",10000001359
21224,DERECHO DEL TRABAJO,DERECHO LABORAL - CONTRATO DE TRABAJO - REMUNERACION - SALARIOS GARANTIZADOS,"Conforme al bloque de constitucionalidad federal, toda ganancia que obtiene el trabajador del empleador, con motivo o a consecuencia del empleo, resulta un salario, es decir una contraprestación de este último sujeto.",10000001380
